UID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_diff,Power_proxy,Tool_wear_norm,FailureMode
1483,L,300.3,310.4,1336,54.4,213.2,1,0,0,0,1,0,10.099999999999966,7610.864250488682,0.9269565217391309,OSF
1484,L,297.2,308.6,1652,32.1,215.2,0,0,0,0,0,0,11.400000000000034,5553.204838191463,0.9356521739130439,NORMAL
1485,L,300.3,310.3,1629,34.1,217.2,0,0,0,0,0,0,10.0,5817.067205166469,0.944347826086957,NORMAL
1486,L,302.2,310.8,1673,32.9,219.2,0,0,0,0,0,0,8.600000000000023,5763.953345369776,0.95304347826087,NORMAL
1487,L,303.4,312.2,1337,69.4,220.0,1,1,1,1,1,0,8.800000000000011,9716.715694091967,0.9565217391304348,TWF+HDF+PWF+OSF
1488,L,301.1,310.2,1657,34.1,2.0,0,0,0,0,0,0,9.099999999999966,5917.05362735472,0.008695652173913044,NORMAL
1489,L,297.4,308.4,1371,57.4,4.8,0,0,0,0,0,0,11.0,8240.963017043674,0.020869565217391303,NORMAL
1490,L,297.4,308.5,1418,51.2,7.6,0,0,0,0,0,0,11.100000000000023,7602.821773295492,0.03304347826086956,NORMAL
1491,L,301.3,310.8,1560,38.5,9.6,0,0,0,0,0,0,9.5,6289.468492486765,0.041739130434782605,NORMAL
1492,L,301.5,310.1,1541,42.2,11.6,0,0,0,0,0,0,8.600000000000023,6809.946619382499,0.050434782608695654,NORMAL
1493,L,296.7,307.6,1540,38.6,13.6,0,0,0,0,0,0,10.900000000000034,6224.961123333056,0.059130434782608696,NORMAL
1494,L,302.4,310.2,1331,45.5,16.4,1,0,1,0,0,0,7.800000000000011,6341.880729924154,0.07130434782608695,HDF
1495,L,302.4,311.2,1448,50.5,19.2,1,0,1,0,0,0,8.800000000000011,7657.527373370001,0.08347826086956521,HDF
1496,L,301.5,310.4,1474,39.9,21.2,0,0,0,0,0,0,8.899999999999977,6158.841069950503,0.09217391304347826,NORMAL
1497,L,301.2,310.4,1516,44.4,23.2,0,0,0,0,0,0,9.199999999999989,7048.728605006347,0.10086956521739131,NORMAL
1498,L,300.1,310.2,1475,54.2,26.0,0,0,0,0,0,0,10.099999999999966,8371.820823041202,0.11304347826086956,NORMAL
1499,L,299.8,309.4,1630,32.4,28.0,0,0,0,0,0,0,9.599999999999966,5530.459707379471,0.12173913043478261,NORMAL
1500,L,298.9,310.1,1523,39.1,30.0,0,0,0,0,0,0,11.200000000000045,6235.988113547156,0.13043478260869565,NORMAL
1501,L,303.6,312.9,1588,31.9,32.0,0,0,0,0,0,0,9.299999999999955,5304.809579047629,0.1391304347826087,NORMAL
1502,L,300.3,311.8,1418,45.9,34.8,0,0,0,0,0,0,11.5,6815.8109256692005,0.15130434782608695,NORMAL
1503,L,300.2,309.3,1532,43.2,36.8,0,0,0,0,0,0,9.100000000000023,6930.6047212313715,0.15999999999999998,NORMAL
1504,L,301.1,311.3,1268,60.0,39.6,0,0,0,0,0,0,10.199999999999989,7967.0789695037165,0.17217391304347823,NORMAL
1505,L,300.0,309.6,1618,28.7,41.6,0,0,0,0,0,0,9.600000000000023,4862.829380589593,0.18086956521739128,NORMAL
1506,L,300.1,309.6,1642,34.5,43.6,0,0,0,0,0,0,9.5,5932.269407773606,0.18956521739130433,NORMAL
1507,L,297.8,307.8,1563,34.3,45.6,0,0,0,0,0,0,10.0,5614.1203197445675,0.19826086956521738,NORMAL
1508,L,298.9,308.8,1529,32.7,47.6,0,0,0,0,0,0,9.900000000000034,5235.809732399286,0.2069565217391304,NORMAL
1509,L,298.5,308.6,1522,36.9,49.6,0,0,0,0,0,0,10.100000000000023,5881.249943079308,0.21565217391304345,NORMAL
1510,L,298.9,308.2,1686,30.4,51.6,1,0,0,0,0,1,9.300000000000011,5367.34821680509,0.2243478260869565,RNF
1511,L,300.6,309.6,1684,32.8,53.6,0,0,0,0,0,0,9.0,5784.216617985431,0.23304347826086955,NORMAL
1512,L,300.5,311.4,1442,47.0,56.4,0,0,0,0,0,0,10.899999999999977,7097.276683479821,0.24521739130434778,NORMAL
1513,L,298.8,309.9,1550,38.8,58.4,0,0,0,0,0,0,11.099999999999966,6297.846072896338,0.2539130434782608,NORMAL
1514,L,295.9,306.6,1678,26.7,60.4,0,0,0,0,0,0,10.700000000000045,4691.717300724069,0.2626086956521739,NORMAL
1515,L,298.1,309.9,1634,30.0,62.4,0,0,0,0,0,0,11.799999999999955,5133.362395965722,0.2713043478260869,NORMAL
1516,L,300.6,310.6,2127,18.7,65.2,0,0,0,0,0,0,10.0,4165.217787908955,0.2834782608695652,NORMAL
1517,L,297.4,309.4,1466,45.5,68.0,0,0,0,0,0,0,12.0,6985.121825746665,0.29565217391304344,NORMAL
1518,L,300.9,310.8,1729,30.2,70.0,0,0,0,0,0,0,9.900000000000034,5468.025789377131,0.3043478260869565,NORMAL
1519,L,303.4,312.3,1287,54.8,72.8,1,0,1,0,0,0,8.900000000000034,7385.633001177316,0.3165217391304347,HDF
1520,L,301.7,310.1,1424,50.2,75.6,1,0,1,0,0,0,8.400000000000034,7485.870750777856,0.32869565217391294,HDF
1521,L,298.6,309.4,1525,37.8,77.6,0,0,0,0,0,0,10.799999999999955,6036.5702838727875,0.337391304347826,NORMAL
1522,L,303.6,313.0,1575,38.3,79.6,0,0,0,0,0,0,9.399999999999977,6316.9574282056765,0.34608695652173904,NORMAL
1523,L,302.2,310.8,1340,47.8,82.4,1,0,1,0,0,0,8.600000000000023,6707.509754924447,0.3582608695652173,HDF
1524,L,301.1,310.2,1496,43.4,84.4,0,0,0,0,0,0,9.099999999999966,6799.076708801078,0.36695652173913035,NORMAL
1525,L,297.3,308.1,1763,28.4,86.4,0,0,0,0,0,0,10.800000000000011,5243.234363037269,0.3756521739130434,NORMAL
1526,L,302.8,312.1,1418,51.4,89.2,1,0,1,0,0,0,9.300000000000011,7632.5202958474265,0.38782608695652165,HDF
1527,L,298.0,308.6,1481,42.5,91.2,0,0,0,0,0,0,10.600000000000023,6591.323186619185,0.39652173913043465,NORMAL
1528,L,298.0,308.6,1532,42.6,93.2,0,0,0,0,0,0,10.600000000000023,6834.346322325379,0.4052173913043477,NORMAL
1529,L,298.1,309.0,1559,34.0,95.2,0,0,0,0,0,0,10.899999999999977,5550.775339872685,0.41391304347826074,NORMAL
1530,L,301.3,310.6,1426,40.7,97.2,1,0,1,0,0,0,9.300000000000011,6077.746091585837,0.4226086956521738,HDF
1531,L,297.3,308.3,1550,37.0,99.2,0,0,0,0,0,0,11.0,6005.677956112489,0.43130434782608684,NORMAL
1532,L,299.5,310.0,1594,35.1,101.2,0,0,0,0,0,0,10.5,5859.007467091893,0.4399999999999999,NORMAL
1533,L,302.6,312.2,1377,45.5,104.0,0,0,0,0,0,0,9.599999999999966,6561.059177389604,0.45217391304347815,NORMAL
1534,L,299.0,310.2,1490,41.1,106.0,0,0,0,0,0,0,11.199999999999989,6412.933083772845,0.4608695652173912,NORMAL
1535,L,297.9,309.0,1528,37.5,108.0,0,0,0,0,0,0,11.100000000000023,6000.441968356505,0.46956521739130425,NORMAL
1536,L,297.4,308.5,1782,25.9,110.0,0,0,0,0,0,0,11.100000000000023,4833.214633841753,0.4782608695652173,NORMAL
1537,L,300.5,310.5,1515,36.6,112.0,0,0,0,0,0,0,10.0,5806.605701630015,0.4869565217391303,NORMAL
1538,L,300.6,312.3,1532,37.2,114.0,0,0,0,0,0,0,11.699999999999989,5968.020732171459,0.49565217391304334,NORMAL
1539,L,300.5,311.9,1403,45.7,116.8,0,0,0,0,0,0,11.399999999999977,6714.327010982737,0.5078260869565216,NORMAL
1540,L,298.7,310.2,1404,50.3,119.6,0,0,0,0,0,0,11.5,7395.4347702565165,0.5199999999999999,NORMAL
1541,L,297.4,308.5,1389,39.2,121.6,0,0,0,0,0,0,11.100000000000023,5701.865002559331,0.5286956521739129,NORMAL
1542,L,301.9,310.9,1799,24.2,123.6,0,0,0,0,0,0,9.0,4559.058314938484,0.5373913043478259,NORMAL
1543,L,297.2,308.6,1917,24.1,126.4,0,0,0,0,0,0,11.400000000000034,4838.021270601746,0.5495652173913042,NORMAL
1544,L,300.5,311.5,1316,49.7,129.2,0,0,0,0,0,0,11.0,6849.216527552372,0.5617391304347824,NORMAL
1545,L,297.7,307.4,1643,36.5,131.2,0,0,0,0,0,0,9.699999999999989,6279.991354648437,0.5704347826086955,NORMAL
1546,L,302.3,311.2,1903,22.9,134.0,0,0,0,0,0,0,8.899999999999977,4563.550792433117,0.5826086956521738,NORMAL
1547,L,299.3,309.1,1495,44.0,136.0,0,0,0,0,0,0,9.800000000000011,6888.46549177122,0.5913043478260869,NORMAL
1548,L,297.9,307.8,1286,59.5,138.8,0,0,0,0,0,0,9.900000000000034,8012.841502491006,0.6034782608695651,NORMAL
1549,L,298.1,307.9,1578,35.6,140.8,0,0,0,0,0,0,9.799999999999955,5882.820739406103,0.6121739130434782,NORMAL
1550,L,299.7,309.4,1445,42.9,142.8,0,0,0,0,0,0,9.699999999999989,6491.629979745268,0.6208695652173912,NORMAL
1551,L,300.0,309.4,2010,20.0,145.6,0,0,0,0,0,0,9.399999999999977,4209.734155810323,0.6330434782608695,NORMAL
1552,L,300.9,310.8,1701,30.4,147.6,0,0,0,0,0,0,9.900000000000034,5415.100425139654,0.6417391304347826,NORMAL
1553,L,300.6,309.5,1437,40.0,149.6,1,0,1,0,0,0,8.899999999999977,6019.291524278044,0.6504347826086956,HDF
1554,L,300.7,310.8,1519,43.9,151.6,0,0,0,0,0,0,10.100000000000023,6983.142622374904,0.6591304347826087,NORMAL
1555,L,301.3,311.1,1560,35.3,153.6,0,0,0,0,0,0,9.800000000000011,5766.707474929423,0.6678260869565217,NORMAL
1556,L,302.2,311.4,1499,37.7,155.6,0,0,0,0,0,0,9.199999999999989,5917.954217248749,0.6765217391304348,NORMAL
1557,L,300.3,311.8,1451,41.0,157.6,0,0,0,0,0,0,11.5,6229.882951823679,0.6852173913043478,NORMAL
1558,L,301.1,311.4,1531,38.7,159.6,0,0,0,0,0,0,10.299999999999955,6204.6140749133065,0.6939130434782609,NORMAL
1559,L,300.1,309.2,1326,55.9,162.4,1,0,1,0,0,0,9.099999999999966,7762.184296636588,0.7060869565217391,HDF
1560,L,296.7,307.9,1743,27.9,164.4,0,0,0,0,0,0,11.199999999999989,5092.490275542518,0.7147826086956522,NORMAL
1561,L,301.5,310.4,1543,34.0,166.4,0,0,0,0,0,0,8.899999999999977,5493.807793087591,0.7234782608695652,NORMAL
1562,L,298.8,308.8,1523,44.4,168.4,0,0,0,0,0,0,10.0,7081.275504897538,0.7321739130434782,NORMAL
1563,L,300.1,309.6,1760,25.4,170.4,0,0,0,0,0,0,9.5,4681.391932869271,0.7408695652173913,NORMAL
1564,L,297.6,309.5,1373,50.6,173.2,0,0,0,0,0,0,11.899999999999977,7275.279323232219,0.7530434782608696,NORMAL
1565,L,302.5,310.3,1326,58.5,176.0,1,0,1,0,1,0,7.800000000000011,8123.216124387128,0.765217391304348,HDF+OSF
1566,L,303.7,312.8,1448,44.5,178.0,1,0,1,0,0,0,9.100000000000023,6747.722140890397,0.773913043478261,HDF
1567,L,300.7,309.5,1467,44.3,180.0,0,0,0,0,0,0,8.800000000000011,6805.5379176919605,0.7826086956521741,NORMAL
1568,L,302.3,311.5,1507,37.5,182.0,0,0,0,0,0,0,9.199999999999989,5917.9751611997735,0.791304347826087,NORMAL
1569,L,299.4,309.1,1957,22.1,184.8,0,0,0,0,0,0,9.700000000000045,4529.09799299875,0.8034782608695654,NORMAL
1570,L,301.2,310.5,1546,40.0,186.8,0,0,0,0,0,0,9.300000000000011,6475.86965659976,0.8121739130434784,NORMAL
1571,L,299.0,310.1,1580,41.9,188.8,0,0,0,0,0,0,11.100000000000023,6932.657228431716,0.8208695652173915,NORMAL
1572,L,298.8,308.6,1501,35.0,190.8,0,0,0,0,0,0,9.800000000000011,5501.4523352113265,0.8295652173913045,NORMAL
1573,L,299.0,310.5,1755,27.9,192.8,0,0,0,0,0,0,11.5,5127.55044955658,0.8382608695652176,NORMAL
1574,L,297.7,309.1,1563,39.3,194.8,0,0,0,0,0,0,11.400000000000034,6432.505206004708,0.8469565217391306,NORMAL
1575,L,299.0,310.1,1463,37.4,196.8,0,0,0,0,0,0,11.100000000000023,5729.867065078329,0.8556521739130436,NORMAL
1576,L,296.3,307.4,1760,28.4,198.8,0,0,0,0,0,0,11.099999999999966,5234.3122399010745,0.8643478260869567,NORMAL
1577,L,302.4,311.4,1450,44.1,200.8,0,0,0,0,0,0,9.0,6696.304741126644,0.8730434782608697,NORMAL
1578,L,297.3,308.3,1309,61.5,203.6,1,0,0,0,1,0,11.0,8430.30680627553,0.8852173913043481,OSF
1579,L,304.2,313.4,1421,43.4,205.6,1,0,1,0,0,0,9.199999999999989,6458.213905886585,0.8939130434782611,HDF
1580,L,301.6,310.9,1623,34.1,207.6,0,0,0,0,0,0,9.299999999999955,5795.6415432689855,0.9026086956521742,NORMAL
1581,L,298.0,308.6,1610,33.1,209.6,0,0,0,0,0,0,10.600000000000023,5580.620470081789,0.9113043478260872,NORMAL
1582,L,295.6,306.3,1636,32.7,211.6,0,0,0,0,0,0,10.699999999999989,5602.2136835874635,0.9200000000000003,NORMAL
1583,L,302.8,312.1,1958,20.3,214.4,0,0,0,0,0,0,9.300000000000011,4162.337994643165,0.9321739130434785,NORMAL
1584,L,298.1,309.0,1557,36.0,216.4,0,0,0,0,0,0,10.899999999999977,5869.751713967169,0.9408695652173916,NORMAL
1585,L,300.5,310.5,1373,47.4,219.2,1,0,0,0,1,0,10.0,6815.182607138482,0.9530434782608699,OSF
1586,L,300.5,311.9,1887,21.7,222.0,1,1,0,0,0,0,11.399999999999977,4288.054060664316,0.9652173913043478,TWF
1587,L,303.5,313.0,1465,41.0,2.0,0,0,0,0,0,0,9.5,6289.992091262364,0.008695652173913044,NORMAL
1588,L,302.5,312.2,1775,27.9,4.0,0,0,0,0,0,0,9.699999999999989,5185.98407291335,0.017391304347826087,NORMAL
1589,L,300.7,312.4,1470,38.6,6.0,0,0,0,0,0,0,11.699999999999989,5942.008344999735,0.02608695652173913,NORMAL
1590,L,299.5,310.0,1412,48.9,8.8,0,0,0,0,0,0,10.5,7230.563987796125,0.0382608695652174,NORMAL
1591,L,301.7,310.1,1500,39.6,10.8,0,0,0,0,0,0,8.400000000000034,6220.353454107791,0.04695652173913044,NORMAL
1592,L,300.7,311.2,1486,46.8,13.6,0,0,0,0,0,0,10.5,7282.714425845715,0.0591304347826087,NORMAL
1593,L,300.3,311.5,1667,28.8,15.6,0,0,0,0,0,0,11.199999999999989,5027.5535553928175,0.06782608695652174,NORMAL
1594,L,301.8,310.8,1736,26.5,17.6,0,0,0,0,0,0,9.0,4817.527614524827,0.0765217391304348,NORMAL
1595,L,302.2,310.9,1452,42.3,19.6,0,0,0,0,0,0,8.699999999999989,6431.845471547455,0.08521739130434783,NORMAL
1596,L,301.5,310.7,1466,43.6,21.6,0,0,0,0,0,0,9.199999999999989,6693.435419836365,0.09391304347826088,NORMAL
1597,L,298.9,310.0,1693,28.8,23.6,1,0,0,0,0,1,11.100000000000023,5105.967708026419,0.10260869565217393,RNF
1598,L,299.4,309.1,2421,14.2,26.4,1,0,0,1,0,0,9.700000000000045,3600.0766854546873,0.11478260869565218,PWF
1599,L,301.7,310.3,1397,44.6,28.4,1,0,1,0,0,0,8.600000000000023,6524.690006436545,0.12347826086956523,HDF
1600,L,300.7,310.3,1662,34.4,30.4,0,0,0,0,0,0,9.600000000000023,5987.121615505283,0.13217391304347828,NORMAL
1601,L,300.3,309.6,1326,52.4,33.2,1,0,1,0,0,0,9.300000000000011,7276.179913126247,0.14434782608695654,HDF
1602,L,302.3,310.2,1394,55.4,36.0,1,0,1,0,0,0,7.899999999999977,8087.255360479036,0.1565217391304348,HDF
1603,L,299.3,308.5,1413,38.5,38.0,1,0,1,0,0,0,9.199999999999989,5696.807038387051,0.16521739130434782,HDF
1604,L,300.1,309.5,1660,32.7,40.0,0,0,0,0,0,0,9.399999999999977,5684.397747405372,0.17391304347826086,NORMAL
1605,L,297.9,307.7,1590,34.6,42.0,0,0,0,0,0,0,9.800000000000011,5761.052608152962,0.1826086956521739,NORMAL
1606,L,297.6,308.6,1526,42.1,44.0,0,0,0,0,0,0,11.0,6727.678779760496,0.19130434782608696,NORMAL
1607,L,300.3,311.8,1508,43.1,46.0,0,0,0,0,0,0,11.5,6806.239540051262,0.2,NORMAL
1608,L,298.8,308.9,1852,25.0,48.8,0,0,0,0,0,0,10.099999999999966,4848.524662040247,0.21217391304347824,NORMAL
1609,L,300.6,309.4,1654,32.8,50.8,0,0,0,0,0,0,8.799999999999955,5681.1723789476855,0.2208695652173913,NORMAL
1610,L,301.3,310.8,1531,53.4,53.6,1,0,0,1,0,0,9.5,8561.405467709832,0.23304347826086955,PWF
1611,L,298.3,308.0,2886,3.8,56.4,1,0,0,1,0,0,9.699999999999989,1148.4406104462848,0.24521739130434778,PWF
1612,L,301.9,311.3,1366,55.6,59.2,1,0,1,0,0,0,9.400000000000034,7953.423513436112,0.25739130434782603,HDF
1613,L,298.1,308.2,1485,40.7,61.2,0,0,0,0,0,0,10.099999999999966,6329.209639554678,0.2660869565217391,NORMAL
1614,L,299.9,309.4,1363,60.9,64.0,1,0,0,1,0,0,9.5,8692.441297291063,0.27826086956521734,PWF
1615,L,300.9,310.8,1493,45.8,66.8,0,0,0,0,0,0,9.900000000000034,7160.674023229264,0.2904347826086956,NORMAL
1616,L,298.8,309.8,1509,36.2,68.8,0,0,0,0,0,0,11.0,5720.400399215511,0.29913043478260865,NORMAL
1617,L,297.9,308.8,1613,31.4,70.8,0,0,0,0,0,0,10.900000000000034,5303.8671012515515,0.30782608695652164,NORMAL
1618,L,304.1,313.1,1327,54.1,73.6,1,0,1,0,0,0,9.0,7517.904523868959,0.3199999999999999,HDF
1619,L,302.4,311.2,1404,52.0,76.4,1,0,1,0,0,0,8.800000000000011,7645.379881776121,0.33217391304347815,HDF
1620,L,301.0,312.2,1264,59.0,79.2,0,0,0,0,0,0,11.199999999999989,7809.580457803748,0.3443478260869564,NORMAL
1621,L,301.9,310.8,1465,44.3,81.2,0,0,0,0,0,0,8.900000000000034,6796.259747388359,0.35304347826086946,NORMAL
1622,L,300.7,310.8,1619,34.9,83.2,0,0,0,0,0,0,10.100000000000023,5916.990795501648,0.3617391304347825,NORMAL
1623,L,300.5,311.5,1708,31.2,85.2,0,0,0,0,0,0,11.0,5580.473862424622,0.37043478260869556,NORMAL
1624,L,302.3,311.5,1530,37.8,87.2,0,0,0,0,0,0,9.199999999999989,6056.362317590402,0.3791304347826086,NORMAL
1625,L,300.6,309.6,1409,42.4,89.2,1,0,1,0,0,0,9.0,6256.125722456666,0.38782608695652165,HDF
1626,L,300.9,310.5,1599,40.5,91.2,0,0,0,0,0,0,9.600000000000023,6781.598981671606,0.39652173913043465,NORMAL
1627,L,298.8,308.5,1450,50.8,94.0,0,0,0,0,0,0,9.699999999999989,7713.657162114138,0.4086956521739129,NORMAL
1628,L,300.1,310.1,1306,64.7,96.8,1,0,0,1,0,0,10.0,8848.630812052035,0.42086956521739116,PWF
1629,L,298.1,307.9,1425,58.2,99.6,1,0,0,1,0,0,9.799999999999955,8684.932890848982,0.4330434782608694,PWF
1630,L,299.4,309.1,1645,28.6,101.6,0,0,0,0,0,0,9.700000000000045,4926.750319114633,0.44173913043478247,NORMAL
1631,L,299.0,310.1,1531,36.0,103.6,0,0,0,0,0,0,11.100000000000023,5771.734023175169,0.4504347826086955,NORMAL
1632,L,301.3,310.6,1481,40.9,105.6,0,0,0,0,0,0,9.300000000000011,6343.179254887639,0.45913043478260857,NORMAL
1633,L,300.2,309.2,1431,51.3,108.4,1,0,1,0,0,0,9.0,7687.50863926076,0.4713043478260868,HDF
1634,L,301.2,311.0,1573,32.8,110.4,0,0,0,0,0,0,9.800000000000011,5402.952933545774,0.4799999999999998,NORMAL
1635,L,303.6,313.1,1405,38.3,112.4,0,0,0,0,0,0,9.5,5635.127102621572,0.48869565217391286,NORMAL
1636,L,296.4,307.5,1549,36.1,114.4,0,0,0,0,0,0,11.100000000000023,5855.813514560743,0.4973913043478259,NORMAL
1637,L,299.5,309.9,1402,51.7,117.2,0,0,0,0,0,0,10.399999999999977,7590.443898240348,0.5095652173913042,NORMAL
1638,L,298.7,308.5,1480,42.2,119.2,0,0,0,0,0,0,9.800000000000011,6540.377025753471,0.5182608695652172,NORMAL
1639,L,300.4,311.8,1405,47.9,122.0,0,0,0,0,0,0,11.400000000000034,7047.587159675543,0.5304347826086955,NORMAL
1640,L,298.9,310.0,1559,33.4,124.0,0,0,0,0,0,0,11.100000000000023,5452.820480933756,0.5391304347826085,NORMAL
1641,L,298.1,309.9,1642,30.4,126.0,0,0,0,0,0,0,11.799999999999955,5227.275072357032,0.5478260869565216,NORMAL
1642,L,299.8,311.1,1466,46.1,128.8,0,0,0,0,0,0,11.300000000000011,7077.233322349918,0.5599999999999998,NORMAL
1643,L,301.8,310.1,1738,28.0,130.8,0,0,0,0,0,0,8.300000000000011,5096.082163143124,0.5686956521739128,NORMAL
1644,L,300.7,312.3,1548,37.9,132.8,0,0,0,0,0,0,11.600000000000023,6143.824257066343,0.5773913043478259,NORMAL
1645,L,302.4,311.5,1590,39.9,134.8,0,0,0,0,0,0,9.100000000000023,6643.525984546334,0.5860869565217389,NORMAL
1646,L,298.9,310.1,1602,38.2,136.8,0,0,0,0,0,0,11.200000000000045,6408.472022204748,0.594782608695652,NORMAL
1647,L,300.3,311.5,1403,60.1,139.6,1,0,0,1,0,0,11.199999999999989,8830.001167616247,0.6069565217391303,PWF
1648,L,298.9,310.0,1719,27.3,141.6,0,0,0,0,0,0,11.100000000000023,4914.361972083978,0.6156521739130433,NORMAL
1649,L,301.8,310.7,1441,49.3,144.4,1,0,1,0,0,0,8.899999999999977,7439.427539382286,0.6278260869565216,HDF
1650,L,302.6,312.3,1554,42.0,146.4,0,0,0,0,0,0,9.699999999999989,6834.8489771499535,0.6365217391304346,NORMAL
1651,L,303.4,311.6,1497,42.8,148.4,0,0,0,0,0,0,8.200000000000045,6709.562262124792,0.6452173913043477,NORMAL
1652,L,299.1,310.5,1329,54.9,151.2,0,0,0,0,0,0,11.399999999999977,7640.573245016129,0.657391304347826,NORMAL
1653,L,296.6,307.4,1504,45.8,154.0,0,0,0,0,0,0,10.799999999999955,7213.431835858548,0.6695652173913044,NORMAL
1654,L,298.1,309.0,1497,40.5,156.0,0,0,0,0,0,0,10.899999999999977,6349.0016732722925,0.6782608695652174,NORMAL
1655,L,300.0,311.2,1504,37.9,158.0,0,0,0,0,0,0,11.199999999999989,5969.1935934287985,0.6869565217391305,NORMAL
1656,L,300.5,311.4,1556,45.3,160.8,0,0,0,0,0,0,10.899999999999977,7381.360435168434,0.6991304347826087,NORMAL
1657,L,297.7,309.1,1479,42.1,162.8,0,0,0,0,0,0,11.400000000000034,6520.4698003052235,0.7078260869565218,NORMAL
1658,L,302.8,312.2,1682,30.9,164.8,0,0,0,0,0,0,9.399999999999977,5442.683608638173,0.7165217391304348,NORMAL
1659,L,295.6,306.2,1424,42.5,166.8,0,0,0,0,0,0,10.599999999999966,6337.63957984181,0.7252173913043479,NORMAL
1660,L,297.6,308.3,1658,34.3,168.8,0,0,0,0,0,0,10.699999999999989,5955.3496418019795,0.7339130434782609,NORMAL
1661,L,297.3,308.4,1459,39.4,170.8,0,0,0,0,0,0,11.099999999999966,6019.773235151593,0.7426086956521739,NORMAL
1662,L,301.7,310.2,1686,28.9,172.8,0,0,0,0,0,0,8.5,5102.51195610747,0.751304347826087,NORMAL
1663,L,300.3,311.7,1579,33.6,174.8,0,0,0,0,0,0,11.399999999999977,5555.843776020477,0.76,NORMAL
1664,L,303.4,311.9,1298,63.9,177.6,1,0,1,1,1,0,8.5,8685.686873085844,0.7721739130434784,HDF+PWF+OSF
1665,L,304.1,313.1,1969,20.8,180.4,0,0,0,0,0,0,9.0,4288.818514876691,0.7843478260869566,NORMAL
1666,L,299.9,309.3,1473,40.4,182.4,0,0,0,0,0,0,9.400000000000034,6231.788851366857,0.7930434782608697,NORMAL
1667,L,301.9,311.3,1501,40.8,184.4,0,0,0,0,0,0,9.400000000000034,6413.121579332061,0.8017391304347827,NORMAL
1668,L,300.2,309.3,1366,49.3,187.2,1,0,1,0,0,0,9.100000000000023,7052.226244827344,0.8139130434782611,HDF
1669,L,297.9,307.7,1492,43.7,189.2,0,0,0,0,0,0,9.800000000000011,6827.769921703865,0.8226086956521741,NORMAL
1670,L,298.8,308.6,1730,25.9,191.2,0,0,0,0,0,0,9.800000000000011,4692.178067646595,0.8313043478260872,NORMAL
1671,L,297.3,308.3,1590,35.5,193.2,0,0,0,0,0,0,11.0,5910.906577729195,0.8400000000000002,NORMAL
1672,L,302.3,311.2,1386,53.5,196.0,1,0,1,0,1,0,8.899999999999977,7765.074561877891,0.8521739130434786,HDF+OSF
1673,L,298.2,308.0,1538,38.2,198.0,0,0,0,0,0,0,9.800000000000011,6152.453164888204,0.8608695652173916,NORMAL
1674,L,299.2,308.5,1381,60.6,200.8,1,0,1,1,1,0,9.300000000000011,8763.849698307158,0.8730434782608698,HDF+PWF+OSF
1675,L,303.7,312.8,1523,40.7,202.8,0,0,0,0,0,0,9.100000000000023,6491.169212822743,0.8817391304347829,NORMAL
1676,L,297.1,308.6,1442,37.1,204.8,0,0,0,0,0,0,11.5,5602.318403342582,0.8904347826086959,NORMAL
1677,L,300.9,311.0,1432,48.1,207.6,0,0,0,0,0,0,10.100000000000023,7213.012956838069,0.9026086956521743,NORMAL
1678,L,300.1,310.1,1380,52.6,210.4,1,0,0,0,1,0,10.0,7601.3975846258645,0.9147826086956525,OSF
1679,L,297.3,308.0,1518,36.0,212.4,0,0,0,0,0,0,10.699999999999989,5722.725177779168,0.9234782608695656,NORMAL
1680,L,302.3,311.8,1565,37.8,214.4,0,0,0,0,0,0,9.5,6194.906553613711,0.9321739130434786,NORMAL
1681,L,301.2,310.3,1548,38.6,216.4,0,0,0,0,0,0,9.100000000000023,6257.298583714007,0.9408695652173917,NORMAL
1682,L,298.1,308.0,1456,42.4,218.4,0,0,0,0,0,0,9.899999999999977,6464.8112504591245,0.9495652173913047,NORMAL
1683,L,302.4,310.1,2009,18.9,221.2,1,0,0,1,0,0,7.7000000000000455,3976.219573868993,0.9617391304347831,PWF
1684,L,299.0,310.1,1375,48.9,224.0,1,1,0,0,1,0,11.100000000000023,7041.094534858123,0.9739130434782609,TWF+OSF
1685,L,298.2,308.2,1667,30.6,2.0,0,0,0,0,0,0,10.0,5341.775652604869,0.008695652173913044,NORMAL
1686,L,301.0,312.2,1372,47.0,4.8,0,0,0,0,0,0,11.199999999999989,6752.748689136141,0.020869565217391303,NORMAL
1687,L,298.1,308.1,1484,40.4,6.8,0,0,0,0,0,0,10.0,6278.326310542034,0.029565217391304348,NORMAL
1688,L,301.3,310.8,1450,46.9,9.6,0,0,0,0,0,0,9.5,7121.466946912463,0.041739130434782605,NORMAL
1689,L,298.8,308.8,1991,20.7,12.4,0,0,0,0,0,0,10.0,4315.888571575122,0.05391304347826086,NORMAL
1690,L,300.7,310.8,1814,21.4,15.2,0,0,0,0,0,0,10.100000000000023,4065.179005843144,0.06608695652173913,NORMAL
1691,L,300.7,309.5,1508,39.9,17.2,1,0,0,0,0,1,8.800000000000011,6300.903889745832,0.07478260869565218,RNF
1692,L,300.1,309.5,1557,40.6,19.2,0,0,0,0,0,0,9.399999999999977,6619.775544085197,0.08347826086956521,NORMAL
